"SN","Response","RT","Pair"
"33",2,1538,17
"33",2,1724.39999995232,13
"32",1,14439.7000000477,8
"32",1,2158.10000004769,10
"32",1,1928.00000014305,5
"32",-1,1427.10000019073,11
"32",2,1746.30000004768,9
"32",-2,1293.3,1
"32",1,1353.70000004768,18
"32",-1,3964,7
"32",1,1277.80000004768,4
"32",1,1107.50000009537,15
"32",-2,3495.30000019073,16
"32",1,1756.00000019073,13
"32",-1,3518.2,2
"32",-1,1601.6,14
"32",2,3081.7,6
"32",-1,1446.80000019073,3
"32",-1,1325.7,17
"32",-1,4576.6,12
"32",1,2074.70000004768,21
"32",-2,2175.80000009536,19
"32",1,1241.20000009537,20
"32",1,2439.89999999999,2
"32",2,1191.40000004768,1
"32",1,1391.3,16
"32",2,1144.40000009537,13
"32",-1,3074.50000009537,4
"32",-1,5816.10000000001,5
"32",1,1344.10000009536,11
"32",1,1274.80000009536,3
"32",-1,5056.00000019073,15
"32",-1,1790.50000004769,17
"32",1,2183,8
"32",1,1248.20000019073,14
"32",-1,1550.80000019073,18
"32",1,2552.90000004768,7
"32",-1,1659.30000014305,9
"32",-1,2057.00000019073,6
"32",-1,3007.10000009536,12
"32",-1,1279.00000019073,10
"28",-2,15490.0999999523,3
"28",2,2686.89999995231,5
"28",1,1490.69999995232,16
"28",2,1783.5,13
"28",-1,1648.9,9
"28",-1,2351.79999992847,15
"28",-2,1937.39999995231,6
"28",1,1245.00000002384,7
"28",1,2555.1,2
"28",-2,1292.89999995231,1
"28",-2,929.699999976161,10
"28",1,1357.2,17
"28",-1,1911.90000002384,12
"28",-1,1331.69999997616,11
"28",1,1518.39999997616,14
"28",-1,3178.10000002384,8
"28",-2,1315.40000002384,18
"28",1,1551.29999997616,4
"28",-1,1689.60000002384,21
"28",1,1294.1,19
"28",-2,1138.7,20
"28",-2,2229.29999995232,7
"28",-1,2805.49999992848,16
"28",1,3476.69999997616,1
"28",-1,2018.09999997616,2
"28",-1,1993.39999995232,17
"28",-1,1538.19999995231,14
"28",-2,1756.79999992848,5
"28",1,1478.79999992848,12
"28",-2,1308.29999997615,13
"28",-2,2464.19999995231,4
"28",1,2766.5,10
"28",-2,2176.5,8
"28",1,1369.69999995231,9
"28",1,1011.90000002384,18
"28",1,4107.40000002384,6
"28",1,1302.90000002384,11
"28",1,979.999999928477,15
"28",2,1452.7,3
"22",-1,18026.5,17
"22",1,7265.39999995231,15
"22",1,1622.99999995231,8
"22",1,7550.79999995232,1
"22",2,3048.6,3
"22",-1,2359.59999992848,10
"22",1,7657.5,12
"22",-1,5839.5,2
"22",-2,1766.19999997616,16
"22",-2,1928.49999992848,11
"22",1,2763.79999990463,13
"22",1,1557.59999995232,6
"22",1,3679.8,5
"22",2,1949.29999990463,4
"22",-2,2719.49999992848,14
"22",-2,1555.2,18
"22",2,3461.19999997616,7
"22",1,2147.49999992848,9
"22",-1,4181.79999995232,19
"22",-1,1799.29999997615,21
"22",1,1800,20
"22",2,1272.99999990463,14
"22",1,3134.39999992847,6
"22",-2,2361,3
"22",-1,4283.09999990463,15
"22",1,5456.3,2
"22",2,1726.39999999999,18
"22",-1,2617.99999992848,12
"22",-1,1705.29999990463,8
"22",1,1460.79999992848,11
"22",-1,2611.29999990463,7
"22",2,1235.3,17
"22",-2,4226.09999990463,4
"22",1,2329.29999999999,13
"22",1,1228.49999995233,10
"22",-1,1860,1
"22",-1,4546.10000000001,16
"22",-1,1340.89999990462,5
"22",1,2623.79999992848,9
"21",-1,21427.5000000954,13
"21",1,2002.10000009537,3
"21",1,978.299999999999,17
"21",-1,1915.50000009537,11
"21",1,1288.30000004768,15
"21",-1,1324.30000009537,10
"21",1,1103.50000007152,14
"21",1,1059.80000002384,12
"21",1,1681.50000007152,9
"21",-1,1263.70000004768,18
"21",-1,1965.1,6
"21",2,2207.2,5
"21",1,943.20000002384,2
"21",1,1057.60000002384,4
"21",2,2127.50000002384,16
"21",2,811.400000047681,8
"21",1,1131.00000007152,7
"21",1,670.500000071523,1
"21",-1,2507.20000004768,19
"21",2,1119.70000002384,20
"21",-1,1955.10000004768,21
"21",1,1029.50000002384,12
"21",1,659.900000047681,17
"21",-1,1362.40000002384,14
"21",1,980.400000023845,4
"21",1,1509.50000007152,11
"21",1,1530.10000009536,9
"21",1,1020.70000002385,10
"21",1,692.000000023836,16
"21",-1,1073.40000007153,3
"21",1,1254.90000009537,7
"21",1,2189.30000004769,6
"21",1,972.600000095364,18
"21",1,806,15
"21",1,782.200000047684,1
"21",1,711.500000023836,13
"21",1,1179.80000007153,5
"21",1,684.900000047681,8
"21",2,1570.10000004768,2
"7",-1,11699.7,9
"7",-2,1981.39999999106,10
"7",-1,2591.19999999702,17
"7",2,1815.49999999106,6
"7",1,4983.3,4
"7",-2,1392.69999999404,8
"7",-1,1537.50000000298,11
"7",1,1396.60000000298,5
"7",-1,2829.1,7
"7",1,1204.5,14
"7",-1,2716.29999999702,1
"7",1,1392.6,15
"7",1,3233.19999999702,2
"7",1,1256.49999999702,13
"7",1,1038.09999999106,12
"7",-1,2261.19999999106,3
"7",-1,1338.99999999404,16
"7",-1,1757.89999999702,18
"7",1,1495.49999999106,21
"7",1,2316.50000000001,20
"7",1,1496.69999999701,19
"7",1,1197.39999999703,15
"7",1,1246.19999999106,1
"7",-1,1261.20000000298,4
"7",1,1066.7,9
"7",2,2033.20000000298,8
"7",-1,1392.19999999106,6
"7",1,936.59999999404,18
"7",1,1243.40000000298,3
"7",-1,1898.20000000298,5
"7",1,5704.956,17
"7",1,51764.400000003,7
"7",1,2437.9,16
"7",1,1012.80000000298,10
"7",-1,1444.7,12
"7",1,1163.60000000297,11
"7",1,901.099999997023,13
"7",1,1857.80000000595,14
"7",-1,2847.49999999403,2
"4",1,4897.20000000298,4
"4",1,1231.80000000894,15
"4",-1,1190.70000000298,8
"4",-1,1327.60000001192,16
"4",-1,1098.70000000894,11
"4",-1,6759.50000001192,18
"4",1,4545.60000000894,5
"4",2,1484.40000000298,6
"4",-1,2656.9,3
"4",1,1663.30000000596,14
"4",1,973.100000002982,13
"4",-1,5142.70000001192,1
"4",-1,2833.3,7
"4",-1,1392.30000000596,10
"4",1,2480.70000000298,9
"4",2,1302.6,12
"4",1,2690.70000000298,2
"4",1,2559.7,17
"4",2,1289.30000000894,20
"4",1,4894.20000001192,21
"4",1,5155.10000000596,19
"4",1,1620.7,18
"4",-1,2388.00000000597,5
"4",-2,1741.00000000893,12
"4",1,1239.80000001192,9
"4",-1,2054.60000000596,6
"4",1,1620.60000001192,11
"4",1,1659.00000000597,15
"4",2,1041.80000000894,10
"4",1,1472.50000000298,13
"4",1,1782.10000000596,16
"4",-1,4583.40000000002,14
"4",1,976.800000011921,1
"4",-1,1233.20000000001,2
"4",1,1202.10000000596,3
"4",1,2361.2,7
"4",2,1803.30000000894,8
"4",-1,2859.90000000894,4
"4",-1,5193.50000001192,17
"3",-1,10830.2999999911,16
"3",1,2603.99999999404,6
"3",1,1116.29999999702,10
"3",1,2335.59999999404,2
"3",-1,1242.90000000298,12
"3",-1,1352.60000000298,3
"3",-1,1979.69999999702,9
"3",1,1093.19999999702,18
"3",-1,10169.800000003,17
"3",1,1139.89999999106,15
"3",1,1077.69999999404,7
"3",1,570.300000002979,1
"3",1,836.600000002982,8
"3",1,2379.30000000298,4
"3",1,1084.29999999106,5
"3",-1,1185.49999999106,13
"3",-2,1465.89999999404,14
"3",1,1967.69999999106,11
"3",2,1873.29999999404,21
"3",-1,1870.49999999106,19
"3",2,1124.19999999702,20
"3",-1,1511.29999999106,8
"3",-1,1003.19999999106,2
"3",1,1555.60000000297,1
"3",-1,1621.39999999404,10
"3",1,1028.79999999404,17
"3",-1,1604.30000000299,14
"3",-1,1644.19999999405,5
"3",-1,1186.50000000298,16
"3",-1,1027.29999999702,7
"3",-2,1666.79999999999,15
"3",-1,1081.10000000297,18
"3",1,1518.49999999702,13
"3",-1,977.600000000006,3
"3",-1,1370.69999999701,11
"3",-2,1636.00000000298,6
"3",-1,1042.70000000298,4
"3",1,1537.40000000298,9
"3",1,988.399999999994,12
"49",2,24650.9000000002,18
"49",2,1373.5999999999,11
"49",2,1186.50000000009,13
"49",1,3592.90000000018,3
"49",1,2113.80000000018,5
"49",1,1738.40000000018,17
"49",-1,3337.20000000019,1
"49",1,1862.00000000028,14
"49",1,4456.90000000028,16
"49",2,1358.89999999991,15
"49",-1,2534.50000000009,6
"49",-1,2164.60000000009,7
"49",2,1017.89999999999,4
"49",2,1928.7999999999,8
"49",-1,2991.60000000001,2
"49",-1,3443.49999999991,9
"49",2,4323.39999999999,12
"49",2,926.700000000274,10
"49",2,768.099999999991,20
"49",1,2056.10000000018,21
"49",-1,2866.19999999991,19
"49",-1,3130.49999999991,17
"49",-1,1792.60000000009,15
"49",-2,6125.70000000027,4
"49",-1,2735.10000000009,16
"49",1,5092.00000000019,14
"49",-1,6088.8,6
"49",-2,1747.5,10
"49",2,1602.10000000028,9
"49",1,1758.89999999991,7
"49",-1,3414.7000000001,5
"49",-1,1575.50000000019,13
"49",-1,7528.60000000001,2
"49",1,7803.89999999999,1
"49",1,3129.10000000027,8
"49",-1,2583.00000000017,3
"49",1,1660.6999999999,12
"49",-2,1655.50000000029,18
"49",-2,617.399999999994,11
"51",1,20224.6000000477,17
"51",2,1455.60000014305,1
"51",1,1981.5,5
"51",1,2749.9,6
"51",1,1529.40000009537,12
"51",-1,1541.20000004768,16
"51",2,1247.50000009537,18
"51",2,902.000000047687,10
"51",2,1433.20000000001,15
"51",2,672.900000047681,4
"51",1,2279.1,13
"51",2,1620.60000004769,11
"51",-2,1723.80000009537,14
"51",2,1263.1,7
"51",1,1485.1,8
"51",-1,3994.10000004769,9
"51",2,2170.30000004768,2
"51",2,1002.90000014305,3
"51",2,3635.10000004769,20
"51",1,2266.7,21
"51",-1,2496.30000004769,19
"51",-2,1501.50000014305,4
"51",-1,1769.00000014305,2
"51",2,1178.50000004769,14
"51",-1,1796.00000009537,1
"51",-1,10661.6000001907,6
"51",1,1363.10000014305,8
"51",-1,1500.90000009537,3
"51",2,1392.70000004768,10
"51",1,1849.50000019073,12
"51",-2,1568.20000019073,11
"51",1,4689.90000014305,5
"51",1,2838.5,7
"51",2,1444.80000004769,17
"51",-2,1195.70000019073,18
"51",2,4604.30000004769,9
"51",-2,1212.40000004768,15
"51",1,3820.50000019073,13
"51",1,1747.70000014306,16
"48",1,13632.0000001907,15
"48",-1,3422.90000014305,5
"48",2,1333.3,11
"48",2,1097.80000004768,3
"48",1,1382.40000019073,13
"48",-2,1023.60000014305,14
"48",2,1023.20000019074,10
"48",2,2070.20000014305,17
"48",-1,1707.50000009537,7
"48",-1,1999.7,8
"48",-2,1624.3,4
"48",2,1032.50000009537,2
"48",-2,1039.10000014305,16
"48",2,861.800000143048,18
"48",-1,1787.7,1
"48",-2,868.300000190735,9
"48",-1,2689.80000009537,12
"48",-1,2558.50000009537,6
"48",2,960.300000047682,20
"48",-2,1202.30000004768,19
"48",-2,1187.00000009537,21
"48",1,3075.3,8
"48",2,1160.50000019073,7
"48",-2,3834.80000004769,17
"48",1,1481.5,1
"48",-2,1118.60000009536,18
"48",-2,1058.40000004768,2
"48",-2,1120.00000019073,3
"48",-1,2028.10000014305,13
"48",1,2330.80000009536,12
"48",1,1326.50000004769,6
"48",-2,1225.50000009537,10
"48",1,1225.20000019073,9
"48",-1,2824.20000009537,4
"48",-1,2815.60000009536,15
"48",-2,1464.60000009536,16
"48",-1,2158.00000004769,5
"48",1,1647.70000009537,14
"48",-2,878.399999999994,11
"47",-1,19764.200000143,9
"47",1,3854.40000014305,14
"47",-2,4260.20000019074,17
"47",1,2674.40000009537,11
"47",1,3527.60000004769,10
"47",2,5691.00000019073,15
"47",1,2855.60000014305,4
"47",1,2692.90000019073,12
"47",2,4370.20000009537,6
"47",-1,5540,7
"47",1,1582.60000004768,13
"47",1,3207.80000014305,3
"47",1,6592.70000009537,16
"47",2,2041.20000004768,2
"47",-2,7880.60000009536,8
"47",1,2205.30000014305,18
"47",-1,2813.40000004768,1
"47",2,7109.7,5
"47",-2,1769.50000004769,21
"47",-1,10811.2,19
"47",1,2939.10000019074,20
"47",-2,2477.70000014306,6
"47",-2,1515.40000009537,18
"47",-2,1110.60000014305,15
"47",-2,3962.70000004768,11
"47",-1,3589.40000009537,3
"47",-2,2926.10000019072,2
"47",-1,4409.9000000477,16
"47",-1,7561.60000009538,13
"47",1,1587.60000019072,8
"47",1,3796.60000014305,7
"47",-1,2716.70000000001,12
"47",-1,1873.39999999999,5
"47",1,2526.60000009538,1
"47",1,4034.10000004768,9
"47",-1,4312.4000000477,14
"47",1,1948.50000014305,17
"47",1,8087.40000009537,10
"47",-2,4012.20000019073,4
"46",1,4258.10000014305,7
"46",1,3574.39999995231,9
"46",1,4447.79999995232,16
"46",1,1118.7,17
"46",1,4786.50000009537,8
"46",1,1042.50000004769,4
"46",-1,2786,2
"46",-1,1546.20000009537,1
"46",1,1733.30000009537,12
"46",2,2289.09999995232,18
"46",-1,1933.3,3
"46",1,1976.8,11
"46",2,1274.49999995231,10
"46",2,1095.5,5
"46",1,2803.80000014305,14
"46",-1,2428.20000009537,13
"46",1,1179.50000009537,6
"46",2,1406,15
"46",2,1412,21
"46",2,780.299999952316,20
"46",2,965.600000047678,19
"46",1,1864.10000004768,13
"46",-2,1206.19999995231,18
"46",-2,1157.70000004768,5
"46",1,1960.60000014305,6
"46",1,1170.70000004768,3
"46",-1,1835.89999999999,16
"46",-1,1449.79999995232,7
"46",2,1809.10000009536,17
"46",1,1033.09999995232,9
"46",2,1024.80000004769,14
"46",1,1231.79999995232,12
"46",1,1191.30000009536,1
"46",2,1471.80000004769,2
"46",-2,1493.10000004768,15
"46",-2,1369.30000004769,10
"46",-1,1283.39999999999,11
"46",-1,1295.69999995231,8
"46",-1,2708.60000014305,4
"45",1,3553.50000004768,4
"45",2,2802.70000009537,1
"45",1,1251.00000004768,8
"45",1,1720.10000019073,7
"45",1,859.400000047684,5
"45",-2,1514.40000014305,18
"45",-1,1214.10000009537,16
"45",1,3022.10000019073,12
"45",1,805.000000095366,10
"45",1,636.800000047682,15
"45",-1,1692.3,13
"45",-1,824.400000095367,9
"45",-1,767.5,11
"45",1,1217.7,2
"45",-1,1008.80000019073,17
"45",-1,3089.00000009537,3
"45",1,869.70000009537,6
"45",-1,1011.50000009537,14
"45",-1,1163.30000014305,19
"45",-1,1165.20000009537,21
"45",1,935.100000095364,20
"45",-1,962.000000143053,18
"45",1,1091.70000019074,14
"45",1,663.70000014305,8
"45",1,757.800000047682,13
"45",1,1576.70000014305,16
"45",-1,1433.2,5
"45",-1,905.5,12
"45",-1,893.300000000003,6
"45",1,874.20000014305,17
"45",-1,815.300000000003,15
"45",-1,1359.40000014305,2
"45",-1,929.100000047685,4
"45",1,868.800000143048,7
"45",1,1218.20000014306,10
"45",1,721.900000095367,11
"45",1,852.70000009537,1
"45",1,914.000000047687,9
"45",1,1543.00000014305,3
"44",-1,25299.7,2
"44",1,3583.20000000001,6
"44",1,1185.1,13
"44",1,1584.99999990463,18
"44",-2,2242.89999995231,1
"44",-1,2393.19999985695,3
"44",1,1377.59999980927,10
"44",-1,1898.99999980927,9
"44",-1,1327.09999990463,16
"44",-1,914.400000000002,8
"44",1,2127.19999995232,17
"44",-2,1434.59999995232,7
"44",1,1585,15
"44",1,2993.39999980926,4
"44",-1,1546.79999985695,5
"44",1,1485.29999995232,14
"44",-2,1945.99999980927,11
"44",1,1844.69999980926,12
"44",-1,1403.39999980926,21
"44",1,2027.2,19
"44",1,1443.09999990463,20
"44",-1,2721.59999985695,4
"44",-1,2692.89999995232,16
"44",-1,2281.89999999999,12
"44",1,1431.2,18
"44",1,1078.5,7
"44",1,1163.19999980927,13
"44",1,892.899999999994,3
"44",1,2033.3,2
"44",1,1089,10
"44",1,1293.8,1
"44",-1,1443.49999990463,6
"44",1,2321.89999985695,14
"44",1,2604.49999990463,9
"44",1,1284.69999990464,15
"44",2,1385.99999995231,8
"44",1,3466.60000000002,5
"44",2,1560.69999995231,11
"44",-1,1394.79999985694,17
"43",-2,8827.39999990463,4
"43",1,2306.09999995232,9
"43",-1,1558.19999985695,2
"43",-1,1583.3,3
"43",-1,1849.9,18
"43",-1,1255.69999995232,11
"43",-2,1638.29999985695,13
"43",1,2148.89999995231,17
"43",1,1511.8,14
"43",-1,1331.50000004769,1
"43",2,3119.09999985695,6
"43",1,1490.6,16
"43",1,1070.2,15
"43",-2,3364.49999985695,10
"43",1,2078.40000004768,5
"43",-1,2348.09999990463,12
"43",-1,2230.7,7
"43",1,1445.80000004768,8
"43",1,3412.50000004769,21
"43",1,3236.19999995232,19
"43",2,1571.39999995231,20
"43",1,4324.69999995232,3
"43",1,3960.50000004769,4
"43",-2,3066.39999999999,16
"43",-2,167.399999856949,14
"43",2,8993.59999995232,13
"43",1,2834.80000004769,11
"43",-1,1945.19999985695,9
"43",-1,4171.89999985695,6
"43",-1,6925.10000004768,17
"43",1,2448.79999985694,12
"43",1,2287.5,2
"43",1,1580.2,18
"43",-1,1901.49999985695,5
"43",-1,4009.60000000001,8
"43",1,1553.39999990464,10
"43",1,1042.7,1
"43",1,954.5,15
"43",1,2324.39999999999,7
"42",-1,25338.3,16
"42",-1,2748.60000019074,11
"42",1,2151.10000014305,18
"42",1,4144.70000014305,12
"42",1,1043.10000019074,2
"42",1,2801.90000009537,8
"42",1,1281.90000019073,7
"42",-1,2464.10000004769,1
"42",1,2166.30000019073,14
"42",-1,3240,5
"42",-1,2038.8,4
"42",-1,2180.90000019073,10
"42",-2,3543.3,9
"42",1,1465.5,13
"42",1,1790.80000019073,6
"42",1,1663.60000019074,3
"42",-1,3854.40000004768,15
"42",2,2524.30000009536,17
"42",1,1335.90000004768,20
"42",-1,2258.39999999999,19
"42",2,2376.70000004768,21
"42",1,1890.20000019073,15
"42",1,1533.20000000001,14
"42",1,1345.20000009537,11
"42",-1,3380.80000004769,3
"42",1,3430.10000004768,16
"42",1,2460.70000009537,10
"42",1,4434.80000009536,6
"42",1,6473.70000014306,9
"42",1,4255.50000009537,12
"42",1,1101.90000019074,1
"42",-1,1425.80000004769,18
"42",1,2705.10000014305,7
"42",1,2980.40000019074,13
"42",-1,1262.70000019073,8
"42",-1,1027.60000004768,17
"42",-1,4923.40000014304,4
"42",1,2807.30000014306,5
"42",-1,3623.4000000477,2
"41",-1,40161.5,6
"41",1,4291,9
"41",-1,2463.59999985695,18
"41",-2,2557.89999990464,1
"41",2,1767.8,13
"41",1,2265.09999985695,14
"41",-1,3847.59999995232,11
"41",2,1382.39999985695,5
"41",-1,9815.69999985695,2
"41",-2,1263.49999985695,10
"41",-1,1797.39999985695,15
"41",-1,2245.49999980927,16
"41",-1,1228.09999990463,12
"41",-1,2212.29999990463,4
"41",1,1908.3,7
"41",1,2359.49999980927,3
"41",1,1633.49999990463,8
"41",1,2568.99999995231,17
"41",2,1771.09999985695,20
"41",1,2188.5,21
"41",1,4172.39999980926,19
"41",2,1694.69999980927,11
"41",1,2051.59999995232,15
"41",1,3064.59999980926,1
"41",1,12743.8,18
"41",1,1993.5999999523,6
"41",-1,3026.69999995231,3
"41",-1,7337.79999985694,9
"41",-1,4116.29999980927,5
"41",1,1577.09999985696,12
"41",-2,1714.29999995232,13
"41",1,1694.5,2
"41",-1,5027.29999990464,17
"41",-2,2218.99999995233,7
"41",1,1818.39999985695,10
"41",1,1824.49999990463,16
"41",-1,3056.60000000001,4
"41",-1,3566.5,8
"41",-1,1944.5,14
"40",1,19512.4999999046,4
"40",-1,2131.99999995232,16
"40",-2,1375.29999980926,13
"40",1,1752.89999985695,2
"40",1,1154.69999995232,8
"40",-1,1180.79999995232,11
"40",-1,4597.49999990463,5
"40",-2,1750.69999980927,17
"40",-1,1552.79999980926,9
"40",-2,1298.79999980926,10
"40",-1,2455.49999980927,1
"40",-1,1861.69999995232,3
"40",1,1227.69999995232,6
"40",-1,2219.09999995232,14
"40",-1,1954.29999980926,7
"40",1,1084.2,12
"40",1,2849.49999990463,18
"40",1,1399.89999985695,15
"40",-1,2976.29999990463,21
"40",-1,2226.19999990464,19
"40",-1,3225.39999995232,20
"40",-2,1768.79999995232,4
"40",1,1193.99999980927,5
"40",2,1018.59999990463,13
"40",-1,5010.49999990463,6
"40",1,1169.99999990463,9
"40",1,4044.29999990463,16
"40",1,1242.19999990464,11
"40",-2,1209.2,2
"40",-1,4041.09999995232,3
"40",2,1751.89999999999,7
"40",1,5977.89999999999,1
"40",1,1347.19999985695,14
"40",-1,1534.39999995232,15
"40",-1,999.800000000003,18
"40",1,1297.49999985695,17
"40",1,1165.79999980927,8
"40",1,975.899999952322,10
"40",-1,3185.69999990464,12
"39",-1,29564.1999999046,2
"39",2,1669.99999985695,3
"39",1,2355.49999990463,4
"39",-1,3877.29999985695,6
"39",-2,1322.9,17
"39",2,1918.1,8
"39",-2,2657.30000004768,12
"39",2,2031.49999985695,15
"39",2,1710.89999985695,18
"39",-1,1491,14
"39",1,2983,16
"39",2,1440.70000004768,9
"39",2,822.499999952313,11
"39",2,2093.89999985695,5
"39",2,994.79999990463,7
"39",1,2364.19999995231,1
"39",2,1141.99999990463,13
"39",1,3232.99999995231,10
"39",1,2152.39999985695,20
"39",1,3474.10000000001,19
"39",-1,2287.60000004768,21
"39",-1,1628.60000000001,2
"39",-1,4867.89999985695,10
"39",1,1105.5,9
"39",-1,3029.29999985694,7
"39",2,1404.79999985694,12
"39",2,940.799999856943,17
"39",-2,1535.39999985695,15
"39",-2,913.400000047681,18
"39",-2,981.29999990463,13
"39",-2,4279.39999995232,16
"39",-2,7572.79999985694,11
"39",1,4838.09999995232,14
"39",-1,2725.09999985695,8
"39",-1,1416.49999999999,4
"39",1,2025.19999990464,1
"39",-2,1223.60000004768,3
"39",-2,990.200000000012,5
"39",1,1495.69999995231,6
"37",-1,20360.7000000477,16
"37",2,1185.90000004768,8
"37",2,938.700000190736,5
"37",1,1485.5,4
"37",-1,4682.30000014305,12
"37",2,951.70000014305,9
"37",2,960.70000014305,6
"37",1,2251.50000009537,14
"37",1,2592.80000014305,18
"37",2,946.300000095369,7
"37",1,1597.40000004768,10
"37",-1,2285.40000004768,13
"37",1,1730.30000019073,11
"37",2,853.600000190738,15
"37",2,3402.90000014305,1
"37",1,2067.8,3
"37",-2,4857.3,17
"37",2,3311.60000004768,2
"37",2,682.600000047678,20
"37",2,799.900000143054,19
"37",1,1625.30000009536,21
"37",1,1464.60000009536,10
"37",-2,1094.70000009537,8
"37",-2,1099.39999999999,6
"37",-2,1432.00000019073,7
"37",1,2359.30000019073,12
"37",-2,2897.5,18
"37",1,2293.90000014305,16
"37",-1,1122.80000009536,15
"37",-2,1078.50000004769,5
"37",2,1219.60000009536,13
"37",1,2266.49999999998,11
"37",2,1152.60000014305,14
"37",1,4650,1
"37",-2,1225.50000014305,2
"37",-1,3712.40000004768,3
"37",1,1245.10000009536,9
"37",1,1619.80000019073,17
"37",-2,1163.00000019073,4
"36",2,15570.8000001907,1
"36",1,1187.90000019073,11
"36",1,1068.30000014305,5
"36",1,985.700000047684,8
"36",-1,1306.3,12
"36",2,1342.40000014305,6
"36",1,856.900000095367,7
"36",1,718.300000095369,2
"36",1,601.400000143054,10
"36",1,1497.60000019074,15
"36",-1,1358.90000009537,4
"36",1,993.100000095364,3
"36",1,1978.00000004769,16
"36",-1,1003.00000009537,13
"36",-1,1115.7,18
"36",-1,1519.10000009536,9
"36",-2,1938.50000009537,14
"36",-1,829.400000047681,17
"36",1,940.599999999998,21
"36",1,1831.30000014305,19
"36",1,662.100000095365,20
"36",1,708.000000190732,14
"36",-1,1272.90000004768,18
"36",-1,974,5
"36",-1,975.000000047687,3
"36",-1,792.699999999997,10
"36",-1,665.200000190736,11
"36",-1,1719.10000019074,12
"36",2,1603.40000014305,13
"36",-1,938.20000009537,6
"36",1,669.300000190735,9
"36",-1,978.600000047678,4
"36",1,699.400000047681,17
"36",-1,808.700000047684,16
"36",-1,1128.70000004768,15
"36",-1,868.000000047687,1
"36",-1,666.500000000015,2
"36",-1,879.400000190741,8
"36",-1,1548.80000019073,7
"35",1,12349.1999999523,12
"35",-1,9671.50000009537,17
"35",1,2132.40000004768,18
"35",2,1311.69999990463,5
"35",1,1427.5,10
"35",-1,5411.29999995232,11
"35",1,2691.40000009537,13
"35",1,2806.70000009537,14
"35",-1,9976.29999990463,2
"35",1,1553.10000009536,6
"35",2,2171.2,7
"35",-1,21597.3999999523,3
"35",-1,3693.10000000001,16
"35",1,1298.49999995231,15
"35",1,3975.29999995232,8
"35",1,1944.19999995231,1
"35",-1,5963.30000004769,9
"35",1,3741.19999990464,4
"35",1,7552.09999990463,19
"35",2,1098.00000009537,20
"35",1,3231.09999995232,21
"35",1,6173.99999995231,12
"35",-1,2495.69999990464,7
"35",-1,6676.79999999999,15
"35",-2,7345.79999990464,4
"35",1,4316.70000000001,1
"35",1,2432.80000004769,17
"35",1,1375.99999990463,3
"35",-2,2089.29999999999,5
"35",1,3422.40000009537,16
"35",-1,2197.80000009536,8
"35",1,2781.59999990463,9
"35",1,1623.39999999999,14
"35",-1,2415.50000004767,6
"35",1,3966.5,2
"35",1,1193.40000009537,10
"35",1,1265.9000000477,11
"35",-1,5088.10000000001,18
"35",-1,4899.89999999997,13
"31",2,13371.2000000477,8
"31",1,2716.20000002384,12
"31",1,2409.1,1
"31",1,1368.49999997616,3
"31",-2,1482.89999997616,10
"31",-2,1775.19999997616,18
"31",1,1544.30000002384,7
"31",1,1234.10000004769,15
"31",2,2129.80000007153,5
"31",1,2437,14
"31",1,1036.00000007152,17
"31",-1,3386.29999997616,16
"31",1,923.200000047684,2
"31",1,814.800000071526,6
"31",-2,1902.39999997616,9
"31",-2,1306.29999997616,11
"31",1,1174.6,13
"31",2,1111.8,4
"31",-2,1963.9,19
"31",2,1181.79999997616,20
"31",-2,1087.19999997616,21
"31",1,2076.00000002384,18
"31",1,3105.50000004769,17
"31",1,845.399999999994,11
"31",1,2163.20000004768,9
"31",2,3518.30000004769,16
"31",-2,1465.60000002384,4
"31",-2,1158.80000007153,6
"31",-2,848.800000071526,2
"31",-2,1119.40000004768,8
"31",1,3339.49999997616,7
"31",1,1758.50000004769,14
"31",-2,3577.3,10
"31",-1,2585.8,1
"31",1,2098.39999999999,15
"31",-2,1951.50000007152,12
"31",2,1113.2,13
"31",-2,1741.09999997616,5
"31",-2,767.899999999994,3
"30",-1,18085.0000000477,2
"30",1,5681.79999997616,10
"30",-1,2030.2,1
"30",1,1814.00000007152,9
"30",-1,5357.90000002384,18
"30",1,1975.69999997616,16
"30",-1,2112.6,8
"30",-1,2820.49999997616,11
"30",1,2084.70000007153,15
"30",-1,2001.59999997616,13
"30",-2,3609.59999997616,17
"30",1,2633.20000000001,12
"30",-1,1952.80000002384,4
"30",2,4850.90000004768,6
"30",1,1120.69999997616,7
"30",-1,2380.30000004769,14
"30",-1,1509.10000000001,3
"30",1,1425.60000002384,5
"30",-1,7497.00000002384,19
"30",1,1173.80000002384,20
"30",1,1326.5,21
"30",1,3273.89999999999,13
"30",2,2263.8,1
"30",1,1150,2
"30",1,1551.80000007153,14
"30",-1,4938.90000007153,12
"30",-1,1125.50000004769,7
"30",1,1960.80000004769,9
"30",1,946.099999976155,3
"30",1,828.600000071528,4
"30",1,683.300000000003,17
"30",-1,8514.30000007153,8
"30",1,1182.30000002384,16
"30",-1,1239.60000000001,15
"30",-1,3822.50000007152,10
"30",-1,2981.30000004769,5
"30",1,975.100000023842,11
"30",-1,4560.29999999999,18
"30",-1,1130.79999997615,6
"29",-1,18902.6999999046,18
"29",-1,2914.19999992847,9
"29",1,1453.89999997616,12
"29",-1,1356.39999995231,10
"29",1,5062.1,2
