loc1,loc2,suffix,Label,angle1,angle2,angle3,probeAngle,subject
1,2,5,1,107.9999954,24.17686911,54.60784205,114.2286344,8
1,3,4,3,137.4021562,68.91229155,159.5590829,46.28884441,8
1,3,4,1,115.6428112,153.4035913,45.5561088,126.4516067,8
2,3,4,3,46.58404429,147.0462012,106.441732,138.6304514,8
1,2,4,2,120.6636432,59.07486537,143.5499208,52.30528209,8
3,1,5,1,71.09789733,122.0404822,27.61561614,130.9034087,8
3,1,4,1,50.80928342,120.3521449,164.7833259,119.8211415,8
1,2,5,2,151.4910654,17.60127964,45.28171235,22.96516168,8
2,1,4,2,58.35635798,36.46950304,142.1419996,57.90701716,8
2,3,4,2,26.90457714,55.78250561,123.7713977,14.84610673,8
3,1,5,3,139.5311308,116.6303436,17.42324545,143.0348324,8
1,2,4,1,107.9838482,164.296817,53.95498195,123.1956773,8
3,2,5,2,44.52478594,139.9493595,19.50523765,145.3649916,8
2,1,5,1,17.24567185,64.64373271,144.9574296,56.01253696,8
2,3,5,3,34.39892371,107.2630601,144.6181257,114.4582088,8
3,2,4,3,61.97084486,25.73801357,140.8194725,53.44400948,8
1,3,5,1,50.00552982,18.56167404,131.0892937,43.16865892,8
1,3,4,3,53.44349829,107.9272727,162.7178238,121.8437055,8
3,1,4,1,121.2373696,57.54431956,18.49653436,50.72844639,8
2,1,4,1,61.01875807,129.6821889,162.251673,122.0820622,8
2,3,4,2,53.3673004,164.09961,121.4042688,56.86413587,8
2,3,5,3,29.57122765,136.3798595,106.996746,137.7563558,8
3,2,5,2,139.6380575,41.70154775,117.1112301,37.58274841,8
1,2,5,1,59.02225012,122.0264115,18.31234361,52.17766155,8
2,1,5,2,52.92796488,147.473477,118.7396255,62.02138743,8
1,2,4,1,115.5222967,147.6566845,22.66689369,115.3879544,8
3,1,5,1,154.2688388,32.56819843,64.76949641,42.43131682,8
1,2,4,2,60.83031648,124.6216514,158.6476499,123.622036,8
3,1,5,3,160.463029,125.2778801,18.36127679,164.9647644,8
1,2,5,2,18.11483974,113.4981447,38.60889279,128.136716,8
3,1,4,3,32.07204797,147.9552908,123.1808322,33.26746764,8
1,3,4,1,152.8630583,108.5881823,46.247974,158.591682,8
3,2,4,3,115.2413483,39.63217963,155.5541963,124.8567563,8
1,3,5,3,74.22541487,141.9134712,21.72230471,141.7283812,8
2,1,5,1,113.2162484,145.0500577,71.00044801,148.7402684,8
3,2,4,2,129.3266038,67.10228903,43.23453067,64.4696087,8
2,3,5,2,57.28709766,144.7679345,117.9744205,52.67701373,8
2,1,4,2,123.2288964,36.57809893,66.28997989,130.5240871,8
3,1,5,1,120.3150771,25.84422709,57.36905134,21.7520564,8
1,2,4,1,28.60292648,124.7426054,152.3610147,22.87075988,8
3,2,4,2,125.4877532,74.8316049,24.97210893,58.1868414,8
1,3,4,1,117.149411,144.2910834,49.85769786,115.154448,8
3,2,5,2,163.5984524,47.86384543,141.9445118,48.34420856,8
3,2,5,3,54.8518684,123.5110522,28.37008174,46.6501554,8
2,3,4,3,148.0256373,119.1656291,36.94050666,119.4008265,8
2,1,5,2,159.6242773,28.77279416,55.3134989,149.2456811,8
3,1,5,1,134.5544804,70.74646479,39.13024461,49.09148666,8
1,3,4,3,16.86033392,57.33673869,115.9597115,58.67352657,8
1,3,4,1,154.1779416,32.23150052,128.072505,132.1665918,8
3,1,5,3,137.492666,158.9869681,58.71097257,135.4314994,8
1,2,4,2,117.8954467,17.30146327,145.7996221,14.3074802,8
2,1,5,1,50.89287645,24.98083568,108.7815342,18.17461302,8
1,2,4,1,15.6377971,162.085504,42.85751175,12.13765553,8
2,3,4,2,68.55606913,156.3452826,38.87407265,37.06147528,8
1,3,4,3,21.08544118,65.39464981,109.5814833,48.08888983,8
3,2,5,3,62.73977803,133.2344144,17.48658256,62.77376963,8
1,2,5,2,22.77107062,131.6017132,43.0400149,133.56565,8
2,1,4,2,136.8627956,157.5582912,42.72218187,155.3817103,8
2,3,5,2,119.8508281,44.56331869,20.21154789,136.3130626,8
2,1,5,1,58.22986832,15.6367602,137.7225493,18.31237864,8
3,1,5,3,107.8643018,52.47246239,17.8259005,127.7437654,8
2,3,4,3,118.9099043,69.18849967,25.24774572,60.58526236,8
2,1,4,1,125.0552202,67.35121271,33.99779047,63.60768843,8
2,1,5,1,142.8615189,39.4727019,117.1821428,27.63682577,8
1,2,5,2,164.401981,72.98857204,115.1416483,65.38182634,8
1,2,4,2,41.10123298,120.8919442,151.6522376,124.1193357,8
3,1,4,3,42.58918598,67.01940972,118.7109386,36.4761405,8
2,3,4,2,56.21739807,142.175268,26.00475166,39.33576451,8
1,3,5,1,127.8945481,62.00691054,33.31312043,130.0092616,8
1,3,5,3,150.1528414,65.81663275,116.5048959,65.65569234,8
3,2,5,2,45.95218115,145.7407691,112.861168,148.6472596,8
1,2,4,1,42.98774546,151.2435811,68.53956621,46.51121864,8
2,1,5,2,156.7610354,16.31100136,58.99026081,159.5536243,8
3,2,4,2,27.37483345,157.7469137,105.5636326,149.5226438,8
3,1,4,3,36.50173432,117.1050498,68.89654993,36.74064572,8
1,3,4,1,59.52177104,33.57400626,105.4611019,68.43682904,8
3,1,5,1,140.6339349,161.4989553,27.42159017,165.4192835,8
3,2,5,3,18.60719069,118.062672,66.74712665,27.42497836,8
3,1,4,1,69.3228007,157.8941358,134.3788766,149.2201785,8
2,3,4,3,105.8361112,46.37180689,161.1445238,46.63436754,8
2,3,5,2,145.9684955,33.94512909,107.9578464,141.8173925,8
2,1,4,2,68.62695571,35.52651261,141.2613776,73.74253186,8
1,3,5,3,130.6090594,45.12798974,110.2976919,48.82167237,8
1,2,5,1,150.5302694,125.4062219,44.60439364,153.3764477,8
3,2,5,3,66.59660449,34.99973652,118.6672423,59.1073865,8
2,3,4,3,32.88193553,120.3344436,60.40770986,130.4907247,8
1,3,5,1,148.1064327,28.38331966,121.4804543,156.1245143,8
1,2,4,1,35.11586838,153.543637,57.05213723,17.1967338,8
3,1,4,3,123.7798724,40.88416719,155.619921,131.29986,8
2,3,5,3,66.3429113,32.87239133,121.1235992,29.42878139,8
3,1,5,3,128.7510593,164.3864961,15.64027162,129.3599149,8
2,1,5,1,73.74209926,121.3703815,46.83168626,125.9345398,8
1,3,4,3,109.0967552,159.6593137,52.64048547,157.0395158,8
3,1,4,1,72.36743533,159.221041,34.26528684,156.5488522,8
3,2,4,3,147.1001628,19.85563721,48.27763268,145.1036095,8
2,3,4,2,49.22209448,130.7328744,107.987241,48.08696278,8
3,2,5,2,113.3462693,147.6446594,62.63370108,140.4854496,8
1,3,5,3,37.51740122,125.7804565,71.78278463,131.8274409,8
1,3,5,1,145.8115301,74.53953952,106.269192,152.4235975,8
2,1,5,2,29.90296524,164.5567908,68.58359412,21.98030273,8
1,2,4,1,109.3129527,131.537684,44.65194824,104.6640708,8
2,3,4,2,113.6128583,55.69905959,33.78573875,119.255977,8
1,2,4,2,163.5822033,22.87409704,136.8028989,18.78456116,8
1,2,5,2,44.26254303,153.6740012,107.0529874,154.4211616,8
3,1,4,1,163.491039,34.67001762,139.5084506,28.64239173,8
2,1,4,2,40.70739164,16.10447339,139.4926747,36.67236596,8
3,2,5,2,136.1127928,59.12415443,39.01856776,51.3432874,8
2,3,5,3,123.1245537,64.45524156,34.31082892,55.8028632,8
3,2,4,3,56.31373728,118.9965106,158.0638234,52.37301887,8
2,1,5,1,71.66328102,141.8858674,49.14248669,151.053265,8
1,3,4,1,21.70295617,117.3119383,56.17327154,13.24720114,8
2,1,4,1,38.0934528,16.41703597,110.8897124,9.991348051,8
3,2,4,2,59.62366056,121.0761928,151.2865606,115.3379814,8
3,1,5,1,111.172501,22.73986203,66.85281964,12.29237236,8
2,3,4,3,142.7678162,112.2731873,42.55766412,115.4091852,8
1,3,4,3,139.7072488,15.01331112,58.03434597,12.87761339,8
3,2,5,3,113.5605554,40.61908344,64.48722952,126.2813478,8
1,2,5,2,37.21284968,118.1505346,17.00653418,126.3584512,8
2,3,5,2,114.7235455,144.1476276,55.90494735,119.31032,8
2,1,4,2,31.97792474,119.6413789,158.0469186,25.72836908,8
1,2,5,1,105.7072878,56.52192978,20.79549038,103.8463486,8
3,1,5,3,31.81206704,107.3421225,140.4707928,28.19092815,8
2,3,4,2,16.13014834,148.6737868,70.12566161,31.12702008,9
2,1,4,1,155.5658435,60.81202175,129.730217,59.8777374,9
1,2,5,2,55.61479462,34.78490648,149.8957643,32.63923693,9
1,3,4,3,38.39128092,105.8077127,73.13038961,72.01998836,9
3,1,5,3,28.77639177,120.0309439,155.2899831,47.24476397,9
3,1,5,1,68.35030915,162.7930254,122.4632997,146.8345755,9
3,2,5,2,152.9427634,51.01995342,122.8423796,96.22693231,9
2,1,4,2,15.1961587,144.1121362,63.06846703,42.40388497,9
1,3,4,3,29.32912286,140.9583391,57.47428647,141.976799,9
3,2,4,2,112.860957,164.3728223,70.05470814,156.04716,9
3,2,5,3,21.39358979,68.42573824,146.3098559,22.57839222,9
2,1,5,1,45.51367414,138.103847,111.650062,30.34939072,9
1,3,4,1,145.097277,16.37310383,63.90599792,139.2898516,9
2,3,4,3,122.059094,144.2110252,16.48046572,145.5497496,9
2,3,5,2,153.1105319,26.01484325,66.68744268,53.33068925,9
1,3,5,1,71.64093356,125.3823641,146.0371356,46.66366717,9
3,2,5,3,17.7534427,132.2206425,160.8253761,29.15293085,9
1,2,4,1,51.9417556,106.9549516,157.7131805,35.64374862,9
1,2,5,1,122.4710984,66.84814406,43.36286383,126.2571568,9
3,1,4,1,19.80872948,107.4681413,131.5292431,135.4407763,9
2,1,5,2,117.3959278,148.8596997,55.45384352,118.3966363,9
3,1,5,3,52.36663269,154.8342433,134.7744592,57.82826952,9
2,3,4,3,164.7857878,56.1158914,135.6825192,50.02479097,9
1,2,4,2,151.9345295,51.85271589,131.2265008,50.08807156,9
2,1,4,1,161.2745695,34.20458582,128.1174774,32.88627011,9
3,2,4,2,124.0080054,157.2365622,20.38976145,181.2161818,9
2,3,5,3,143.6655086,63.19771783,29.24576733,53.79827606,9
2,1,5,2,33.61671797,109.6130622,139.9018373,59.43994974,9
3,2,5,2,31.29896519,112.6145511,135.1773692,125.9573948,9
2,1,5,1,49.53536871,144.3441544,120.2554677,38.57141418,9
3,2,4,3,159.4664006,38.49066056,69.5561041,137.2112034,9
1,2,4,2,133.3518529,70.2775493,37.28845487,49.24210344,9
3,2,5,3,147.0813932,21.64729874,112.5810273,120.7712614,9
2,1,5,2,121.0411735,162.3296468,35.84829269,136.7399048,9
2,3,4,3,74.30479231,126.4976646,42.16522366,139.5010316,9
1,2,4,2,139.4989519,29.75357176,164.1994015,38.99946298,9
1,3,5,1,28.47776128,51.56025595,123.6832407,28.242077,9
1,2,4,1,134.9726437,73.31752856,43.10850521,126.7247057,9
1,2,5,1,142.897968,55.71449628,107.1605554,128.9709188,9
2,3,4,2,17.77613615,72.53458362,130.3499107,46.7355172,9
1,3,4,3,156.8613868,58.04668585,135.2202491,47.56500667,9
1,3,4,1,147.7350452,127.5607916,42.28675989,136.1950197,9
3,1,5,3,126.7115096,68.55255527,163.8964408,126.8443797,9
1,3,4,3,158.0989858,15.16644024,41.956249,30.27758332,9
3,1,5,1,62.49353362,28.513094,133.4932367,14.82991239,9
2,3,5,2,57.30206905,107.4749262,22.50258863,46.47641764,9
3,1,5,3,60.78815826,134.8652267,30.04014726,58.34939204,9
3,1,4,1,24.01771819,154.7490678,121.9904839,145.2303605,9
2,3,5,3,50.69886183,123.2754806,158.5524964,131.0507616,9
2,1,4,1,27.99946585,120.4012247,149.6343028,119.9611896,9
3,1,4,3,54.90956076,142.1660131,111.4896242,56.31465614,9
1,3,5,1,74.03545854,149.2167407,39.89749581,59.51890004,9
1,3,5,3,147.5115975,35.22523158,123.1740263,38.59967346,9
2,1,5,2,105.0308047,128.1645448,38.47996346,111.6572162,9
3,2,4,2,43.43141028,112.1263291,74.38279437,121.907857,9
3,2,4,3,140.3081103,69.26682664,29.27574295,124.1551713,9
3,2,5,3,105.5119797,145.6879114,48.31922849,109.7848363,9
2,3,5,2,46.5203354,109.0247516,148.2666562,122.0216904,9
1,2,5,1,36.68343319,117.1113379,61.14380491,54.88929681,9
1,3,4,3,109.1767043,72.27654368,154.5643839,60.4553166,9
1,3,4,1,109.9238313,69.00118758,131.1630186,116.4349297,9
2,3,4,3,74.03655142,135.0441527,42.03284501,116.3326319,9
1,2,4,2,72.15891595,46.9796415,119.7584479,48.8292635,9
3,1,5,1,159.0819857,72.78909432,51.77655199,44.41129554,9
3,1,4,1,51.66265543,130.4684449,154.4961021,139.3648972,9
1,2,5,2,110.7957384,133.8614919,69.31840982,173.5793988,9
2,1,4,2,44.21999495,117.0853368,160.450795,53.13056024,9
2,3,4,2,111.4483235,29.76223798,148.7158252,133.4675083,9
3,1,5,3,65.00032852,114.0219063,37.28819631,58.61841571,9
1,2,4,1,20.9317558,157.6297103,114.3335483,29.37135782,9
3,2,5,2,123.5126877,67.80405469,30.71257446,41.69124026,9
2,1,5,1,15.04478046,149.9156685,68.93924837,156.8250555,9
2,3,5,3,23.08771003,45.52400866,159.1130763,58.0408183,9
3,2,4,3,142.4770673,122.4425495,38.53466128,111.2880274,9
1,3,5,1,30.86659383,143.1650822,63.83211382,41.72456728,9
1,3,4,3,66.63363316,155.0402547,125.1552256,141.7422429,9
3,1,4,1,155.4778026,30.57106516,135.3202839,135.5659478,9
2,1,4,1,163.6940669,31.79901684,112.1704042,32.84380881,9
2,3,4,2,65.14789094,24.28571459,164.4864306,213.6435515,9
2,3,5,3,27.33636626,68.51956937,147.7834923,63.6437586,9
3,2,5,2,72.78086738,20.1460759,110.4382589,55.42996068,9
1,2,5,1,33.91011747,156.3707781,105.3766726,50.08951862,9
2,1,5,2,109.3063295,18.80994022,71.24477919,59.66008782,9
1,2,4,1,135.7474653,113.5031025,163.6536523,116.8308519,9
3,1,5,1,129.6472251,38.29662182,156.1533096,28.27840843,9
1,2,4,2,118.3912689,28.98376283,67.55981057,28.63112854,9
3,1,5,3,131.25244,162.5523748,39.27467558,127.365611,9
1,2,5,2,32.25771014,124.4585814,53.65887476,119.1350386,9
3,1,4,3,148.2869821,22.69778895,54.02101996,82.77729674,9
1,3,4,1,62.87751768,27.24130089,145.5574055,53.19691416,9
3,2,4,3,112.8519683,32.50644712,163.0893124,114.5064097,9
1,3,5,3,40.9158597,127.7072955,155.2210581,129.1141425,9
2,1,5,1,19.42834554,134.3792569,155.0426718,124.7497876,9
3,2,4,2,30.38971751,149.6000706,69.81532103,132.9574546,9
2,3,5,2,127.7349944,31.34121722,153.6067812,132.578111,9
2,1,4,2,38.62974713,142.3872583,117.8438966,42.2802331,9
3,1,5,1,23.64366336,136.7610248,46.69220895,129.4780728,9
1,2,4,1,108.8061224,139.078003,15.80793195,114.3960311,9
3,2,4,2,19.87344881,145.9836388,67.88866555,133.0645822,9
1,3,4,1,64.96704361,115.9569727,37.42415935,58.94124696,9
3,2,5,2,130.364466,40.97755297,18.95763294,51.79517553,9
3,2,5,3,39.43114036,154.3578856,115.6210483,48.5088696,9
2,3,4,3,33.59016447,150.8806938,124.3920449,146.0642755,9
2,1,5,2,114.9374468,52.30559762,16.84737828,129.5115688,9
3,1,5,1,120.7839633,16.03516779,143.5936428,197.8317641,9
1,3,4,3,138.3076353,50.93736772,162.986979,60.46040208,9
1,3,4,1,51.62891126,127.1144573,159.3074704,61.04185045,9
3,1,5,3,46.14932876,119.8488888,67.23171598,57.465834,9
1,2,4,2,67.14257847,149.769847,111.9353575,150.1734119,9
2,1,5,1,116.1814272,146.5967643,17.49297708,129.8388396,9
1,2,4,1,151.6220463,26.83027498,52.840007,140.504769,9
2,3,4,2,20.28590863,116.6917409,161.5988206,35.42138737,9
1,3,4,3,24.04870388,114.9382326,69.28975709,128.4027911,9
3,2,5,3,39.44141146,158.8325033,61.51767898,41.00325205,9
1,2,5,2,107.8346101,61.68971386,159.8044683,57.35917883,9
2,1,4,2,22.55846245,65.60589154,121.7214163,27.85301029,9
2,3,5,2,36.46529656,156.3327357,135.2083179,47.04850038,9
2,1,5,1,108.2252059,57.81392151,162.6766292,59.67825763,9
3,1,5,3,66.02336442,27.24725985,141.1250123,58.29114851,9
2,3,4,3,150.3287348,118.1678283,45.02754245,133.4183641,9
2,1,4,1,22.3458817,69.33885838,146.7436402,66.07941774,9
2,1,5,1,153.3943169,42.76779978,73.04916867,31.4906718,9
1,2,5,2,164.8665046,29.88222787,58.67958059,31.33569165,9
1,2,4,2,145.9959152,27.01558404,56.1277627,24.8636515,9
3,1,4,3,44.12353593,18.48966503,68.63202144,64.38331965,9
2,3,4,2,43.05168254,126.4159653,73.45611674,47.51129789,9
1,3,5,1,29.67664365,159.0189664,119.9622622,38.20854616,9
1,3,5,3,123.959437,57.770615,157.1749124,31.00366703,9
3,2,5,2,105.3360611,151.3145732,32.23874177,138.2733217,9
1,2,4,1,16.6884694,158.5439177,122.1234542,22.26305485,9
2,1,5,2,122.853207,17.83602155,71.82922196,136.8566587,9
3,2,4,2,20.64031797,115.6408678,44.19758599,128.8540264,9
3,1,4,3,55.46118399,134.0000006,112.7636102,50.96372745,9
1,3,4,1,32.49304131,122.1285365,162.1030122,43.52436274,9
3,1,5,1,131.177427,73.1652622,164.1573038,49.00061593,9
3,2,5,3,23.5577786,162.983295,72.45544241,42.74984346,9
3,1,4,1,119.6876594,142.5942476,60.02858338,146.5381318,9
2,3,4,3,113.9388423,27.51014561,73.02974287,22.51647019,9
2,3,5,2,58.75900368,161.4292213,121.7016146,58.72113192,9
2,1,4,2,47.17601331,148.8626834,118.931786,59.02237624,9
1,3,5,3,73.08277245,128.9353746,161.3350967,120.9424501,9
1,2,5,1,117.8317338,155.5136842,49.42771828,124.6584236,9
3,2,5,3,113.5799244,56.94746692,145.3281878,122.2516017,9
2,3,4,3,142.3756168,70.16889464,18.75766568,54.2190917,9
1,3,5,1,112.6445996,23.33015681,154.09995,124.5277329,9
1,2,4,1,52.04708877,147.3182309,107.1230927,60.46416441,9
3,1,4,3,66.2082602,122.3227115,151.7886571,69.04121302,9
2,3,5,3,46.45703129,130.7566762,68.57883403,127.4049633,9
3,1,5,3,117.0073047,45.65211152,151.7725643,129.4280525,9
2,1,5,1,141.0132211,112.3060759,72.98549501,114.3828502,9
1,3,4,3,27.93575993,150.1039567,60.85347463,135.6659987,9
3,1,4,1,52.15903495,20.4759651,129.0017543,24.27432705,9
3,2,4,3,28.38674623,108.0866167,161.9966583,30.54737587,9
2,3,4,2,63.83720417,139.1606662,108.7521742,54.77148928,9
3,2,5,2,64.49524552,141.6347362,16.63138716,130.1879123,9
1,3,5,3,117.0621493,69.32616313,137.3136264,60.53669912,9
1,3,5,1,113.6920281,150.0240567,48.63338345,118.8876262,9
2,1,5,2,163.7333961,68.98462584,45.90316968,156.9519457,9
1,2,4,1,161.0121394,38.5498447,115.3650663,150.2159068,9
2,3,4,2,144.2376116,28.28039184,112.5297714,134.8733202,9
1,2,4,2,42.26139455,151.138301,118.4317123,50.41462068,9
1,2,5,2,74.20916854,140.650564,24.38768723,93.54124125,9
3,1,4,1,26.9661114,125.3915063,159.5541329,137.444861,9
2,1,4,2,148.8693437,34.35888002,58.55138797,137.9947322,9
3,2,5,2,161.8347308,60.28282429,29.78470717,45.18187031,9
2,3,5,3,122.4349136,46.20450076,159.4112642,52.09904432,9
3,2,4,3,131.1775343,30.51033671,159.5386748,123.007368,9
2,1,5,1,124.9715246,37.22517486,158.2701272,48.21713365,9
1,3,4,1,34.04770809,107.3613136,132.0433998,47.93521502,9
2,1,4,1,134.2874814,60.68579654,105.1784965,42.9465011,9
3,2,4,2,33.07935648,53.98936613,74.01328032,56.04665836,9
3,1,5,1,53.31092819,163.1891238,122.4075502,155.9793764,9
2,3,4,3,112.5436678,70.80597382,44.42020566,62.06838861,9
1,3,4,3,105.5635345,140.0478929,71.71922131,122.9528548,9
3,2,5,3,71.12454765,135.2427572,15.96220822,63.05239619,9
1,2,5,2,16.60130935,107.4611997,43.24088144,112.6894619,9
2,3,5,2,23.76195739,126.3318262,51.21192394,24.80778449,9
2,1,4,2,19.1557992,66.07962789,43.12938611,16.80154578,9
1,2,5,1,141.7595351,48.59899625,109.8630472,133.0446522,9
3,1,5,3,146.6240713,16.09865373,43.43006791,137.4765568,9
2,3,4,2,118.3074581,35.12701631,59.5227057,132.9351792,10
2,1,4,1,109.8667825,44.63613946,20.64348107,40.58380981,10
1,2,5,2,73.90113599,27.93723077,158.8574222,41.76024318,10
1,3,4,3,156.7502352,63.50594591,107.6261203,75.11415375,10
3,1,5,3,52.8796462,140.7027201,17.14729831,49.59280562,10
3,1,5,1,112.9242325,67.2473938,152.3499632,61.74693466,10
3,2,5,2,61.79924616,31.7005653,154.9653834,59.37580792,10
2,1,4,2,74.58481585,41.3217385,147.3066358,59.88941964,10
1,3,4,3,17.39454244,47.77049067,142.5501023,60.55903935,10
3,2,4,2,137.2227305,33.41085635,115.2273771,53.86741288,10
3,2,5,3,23.3248378,120.962804,58.64127125,35.38165203,10
2,1,5,1,65.33442539,149.8455048,31.52266286,130.982503,10
1,3,4,1,45.67097879,140.138303,164.8301673,48.16655959,10
2,3,4,3,146.9984165,20.91968095,62.54071317,54.87286927,10
2,3,5,2,34.39867307,149.1054602,126.9534139,31.3245241,10
1,3,5,1,142.6280985,45.22952342,25.13862271,145.9162658,10
3,2,5,3,108.9288063,65.63717141,159.4288509,139.342793,10
1,2,4,1,30.63760863,54.42129859,141.0583381,27.22573239,10
1,2,5,1,147.7036769,49.53619085,27.37799213,140.20785,10
3,1,4,1,131.632839,44.39193013,153.5235741,48.51960899,10
2,1,5,2,160.1408253,23.17046986,133.3152368,158.1534197,10
3,1,5,3,124.1227014,73.12675422,39.31041141,131.6119549,10
2,3,4,3,45.50028521,145.8233118,118.9944431,125.1363653,10
1,2,4,2,27.98204354,156.0071289,129.8874838,136.9699928,10
2,1,4,1,25.65261316,127.2571565,47.72175103,145.6974899,10
3,2,4,2,120.4161151,41.42653964,144.8801413,23.50007579,10
2,3,5,3,106.0384284,58.28601525,137.6816041,61.51072297,10
2,1,5,2,41.55890316,121.8772493,63.73269192,28.32798511,10
3,2,5,2,123.3364938,57.50885529,149.7857188,72.67995729,10
2,1,5,1,151.2756805,60.74941065,25.48214662,63.5669225,10
3,2,4,3,46.2797151,124.3622707,162.9877192,37.13993274,10
1,2,4,2,57.58835323,134.1314511,22.3837279,122.2468513,10
3,2,5,3,110.8540786,50.37469113,27.332934,123.0002288,10
2,1,5,2,141.6666194,113.4138639,55.65435609,138.3202914,10
2,3,4,3,144.8610892,72.45092355,114.5470238,71.59441214,10
1,2,4,2,153.0737745,23.94802502,122.7998091,41.62438025,10
1,3,5,1,136.1270656,33.48982982,162.4352271,134.5468241,10
1,2,4,1,122.9541352,34.43066097,55.42316304,132.1050212,10
1,2,5,1,65.79205431,40.61910444,134.6784529,60.17658142,10
2,3,4,2,152.2759011,18.24357816,105.8943302,137.2461392,10
1,3,4,3,112.7654081,150.8690037,71.12448299,148.1381415,10
1,3,4,1,17.0298058,120.2105838,56.58521958,24.6805435,10
3,1,5,3,122.4560301,149.1875444,32.05806384,124.4125316,10
1,3,4,3,49.40474809,105.5607211,71.37951255,122.9950415,10
3,1,5,1,122.3182713,25.60436966,145.5651923,31.16877812,10
2,3,5,2,39.34586813,127.964682,156.5447459,32.27715154,10
3,1,5,3,122.2418999,20.59913169,42.02385336,120.9978384,10
3,1,4,1,42.196656,119.4056939,155.1051016,130.3861089,10
2,3,5,3,105.5141665,148.0390681,33.18131361,162.7367068,10
2,1,4,1,160.5189879,113.9670665,52.6102763,142.8530712,10
3,1,4,3,145.1141362,45.67877163,113.34757,130.8114309,10
1,3,5,1,62.12612855,126.6351462,36.05896706,40.69480777,10
1,3,5,3,132.1794361,159.7187843,21.72142826,156.7675079,10
2,1,5,2,40.31158745,121.2054331,164.4774705,41.27353705,10
3,2,4,2,150.6785902,105.0743662,16.50204121,123.3347822,10
3,2,4,3,134.7709104,56.64036464,33.69134364,132.988036,10
3,2,5,3,33.99366634,149.0904488,63.91880262,32.00178032,10
2,3,5,2,160.6450415,139.5297827,67.25332447,153.8664207,10
1,2,5,1,132.9799989,29.64808118,56.58953173,140.7507268,10
1,3,4,3,49.51072918,73.99482732,113.2434142,72.78715126,10
1,3,4,1,152.1886733,70.16221834,105.094988,141.0645997,10
2,3,4,3,46.64618057,67.52019836,26.32673792,75.84004291,10
1,2,4,2,48.2453079,139.5777181,109.657619,139.1580327,10
3,1,5,1,113.6417247,40.93402336,141.2378424,51.47294966,10
3,1,4,1,42.71291319,19.38341217,146.2745494,13.19233748,10
1,2,5,2,63.54105319,154.705886,129.492996,166.0848368,10
2,1,4,2,49.71313825,125.3234177,158.6435066,31.98707618,10
2,3,4,2,162.0613811,70.43525259,128.0613449,160.6008125,10
3,1,5,3,21.06725757,119.0838783,61.93039851,23.78054263,10
1,2,4,1,72.32516771,109.4656211,138.6157414,55.07471391,10
3,2,5,2,61.37122393,161.9193783,39.60019491,166.3623669,10
2,1,5,1,138.3213805,58.21541712,113.4413581,67.30157013,10
2,3,5,3,157.8293203,106.3262589,54.56216473,115.2857115,10
3,2,4,3,136.425282,53.8225567,33.58446913,139.62617,10
1,3,5,1,162.812343,56.12360615,106.5184061,149.5779231,10
1,3,4,3,124.1333754,70.4009708,40.18926309,53.59113983,10
3,1,4,1,145.4845261,62.37701183,27.48659122,53.0296391,10
2,1,4,1,142.2384393,63.12292951,114.297816,53.11843274,10
2,3,4,2,115.6841188,48.89390869,19.2151191,113.2393859,10
2,3,5,3,65.84808615,21.76013147,122.0135394,17.62068373,10
3,2,5,2,133.6056436,70.8110475,24.46985703,74.8855352,10
1,2,5,1,139.3491107,26.60600797,70.87178063,126.4943069,10
2,1,5,2,61.15356296,110.2451856,163.1610035,46.32104853,10
1,2,4,1,128.1249915,38.68191272,153.6771039,131.8181652,10
3,1,5,1,47.18977377,122.9601323,164.0134297,121.3260334,10
1,2,4,2,48.96382696,164.0146372,24.89898904,164.9919373,10
3,1,5,3,43.45788533,152.3658485,21.54080835,29.53008222,10
1,2,5,2,140.807875,18.18841942,50.59881936,20.15887781,10
3,1,4,3,119.1699763,31.83919722,150.0550057,135.3594572,10
1,3,4,1,51.48065432,107.8243024,153.3977079,40.27598207,10
3,2,4,3,70.528536,21.48048578,155.3207181,58.99151028,10
1,3,5,3,47.82919355,68.074072,121.7122413,76.15584147,10
2,1,5,1,110.3469227,145.2587858,28.79609534,146.5108553,10
3,2,4,2,120.052453,26.61943936,143.7221864,25.63751124,10
2,3,5,2,109.328004,157.3964332,136.712379,127.2043166,10
2,1,4,2,140.0916041,73.31032193,26.63423419,132.0233627,10
3,1,5,1,64.69633491,116.901523,39.17279212,118.4229662,10
1,2,4,1,114.7985646,69.80520274,150.6952854,116.3534077,10
3,2,4,2,19.40262251,112.2859734,164.0929383,117.5713657,10
1,3,4,1,62.7663105,161.3083382,133.4844617,50.75782424,10
3,2,5,2,158.6933991,19.15970979,109.3383029,12.83138497,10
3,2,5,3,63.21510634,22.81296167,133.0935551,56.39642044,10
2,3,4,3,145.9536812,45.51474109,72.85541622,12.37556779,10
2,1,5,2,141.049746,25.58991304,70.85681152,134.4707435,10
3,1,5,1,56.61717274,153.8805506,36.46538649,161.6015479,10
1,3,4,3,146.3829224,15.51232896,113.3103009,9.611895067,10
1,3,4,1,132.8275452,158.6359966,33.74690045,130.1120011,10
3,1,5,3,51.6427236,140.5580335,23.53412995,29.58088278,10
1,2,4,2,23.78262168,48.7978951,140.2997698,66.67360127,10
2,1,5,1,164.6586423,126.6571776,74.33467077,110.8549765,10
1,2,4,1,22.51514844,139.5127281,57.67392871,41.45544016,10
